NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Monthly Tide Prediction 
StationName: ANCHORAGE
State: AK
Stationid: 9455920
Prediction Type: Harmonic
From: 20141201 00:00 - 20141231 23:59
Units: Feet
Time Zone: GMT
Datum: MLLW
Interval Type: Hourly tide predictions 
 
Date 		Day	Time	Pred
2014/12/01	Mon	00:00	26.95
2014/12/01	Mon	01:00	22.08
2014/12/01	Mon	02:00	16.91
2014/12/01	Mon	03:00	11.73
2014/12/01	Mon	04:00	6.99
2014/12/01	Mon	05:00	3.46
2014/12/01	Mon	06:00	3.9
2014/12/01	Mon	07:00	8.76
2014/12/01	Mon	08:00	15.76
2014/12/01	Mon	09:00	21.42
2014/12/01	Mon	10:00	25.07
2014/12/01	Mon	11:00	26.4
2014/12/01	Mon	12:00	25.45
2014/12/01	Mon	13:00	21.96
2014/12/01	Mon	14:00	17.5
2014/12/01	Mon	15:00	12.33
2014/12/01	Mon	16:00	7.89
2014/12/01	Mon	17:00	4.29
2014/12/01	Mon	18:00	3.54
2014/12/01	Mon	19:00	7.63
2014/12/01	Mon	20:00	14.79
2014/12/01	Mon	21:00	21.0
2014/12/01	Mon	22:00	25.65
2014/12/01	Mon	23:00	29.03
2014/12/02	Tue	00:00	30.1
2014/12/02	Tue	01:00	27.69
2014/12/02	Tue	02:00	22.87
2014/12/02	Tue	03:00	17.43
2014/12/02	Tue	04:00	12.01
2014/12/02	Tue	05:00	6.77
2014/12/02	Tue	06:00	2.29
2014/12/02	Tue	07:00	1.45
2014/12/02	Tue	08:00	5.92
2014/12/02	Tue	09:00	13.84
2014/12/02	Tue	10:00	20.22
2014/12/02	Tue	11:00	24.44
2014/12/02	Tue	12:00	26.75
2014/12/02	Tue	13:00	26.81
2014/12/02	Tue	14:00	23.93
2014/12/02	Tue	15:00	19.44
2014/12/02	Tue	16:00	14.0
2014/12/02	Tue	17:00	9.39
2014/12/02	Tue	18:00	5.3
2014/12/02	Tue	19:00	3.79
2014/12/02	Tue	20:00	6.92
2014/12/02	Tue	21:00	14.38
2014/12/02	Tue	22:00	20.89
2014/12/02	Tue	23:00	25.71
2014/12/03	Wed	00:00	29.35
2014/12/03	Wed	01:00	30.66
2014/12/03	Wed	02:00	28.15
2014/12/03	Wed	03:00	23.22
2014/12/03	Wed	04:00	17.46
2014/12/03	Wed	05:00	11.98
2014/12/03	Wed	06:00	6.32
2014/12/03	Wed	07:00	1.32
2014/12/03	Wed	08:00	-0.72
2014/12/03	Wed	09:00	4.09
2014/12/03	Wed	10:00	13.03
2014/12/03	Wed	11:00	19.77
2014/12/03	Wed	12:00	24.4
2014/12/03	Wed	13:00	27.43
2014/12/03	Wed	14:00	28.13
2014/12/03	Wed	15:00	25.47
2014/12/03	Wed	16:00	20.66
2014/12/03	Wed	17:00	15.07
2014/12/03	Wed	18:00	10.23
2014/12/03	Wed	19:00	6.03
2014/12/03	Wed	20:00	3.83
2014/12/03	Wed	21:00	6.67
2014/12/03	Wed	22:00	14.96
2014/12/03	Wed	23:00	21.37
2014/12/04	Thu	00:00	26.31
2014/12/04	Thu	01:00	29.88
2014/12/04	Thu	02:00	30.97
2014/12/04	Thu	03:00	27.98
2014/12/04	Thu	04:00	22.73
2014/12/04	Thu	05:00	16.87
2014/12/04	Thu	06:00	11.45
2014/12/04	Thu	07:00	5.79
2014/12/04	Thu	08:00	0.51
2014/12/04	Thu	09:00	-2.27
2014/12/04	Thu	10:00	3.96
2014/12/04	Thu	11:00	13.39
2014/12/04	Thu	12:00	20.24
2014/12/04	Thu	13:00	24.95
2014/12/04	Thu	14:00	28.34
2014/12/04	Thu	15:00	29.03
2014/12/04	Thu	16:00	26.08
2014/12/04	Thu	17:00	20.83
2014/12/04	Thu	18:00	15.22
2014/12/04	Thu	19:00	10.26
2014/12/04	Thu	20:00	6.44
2014/12/04	Thu	21:00	3.65
2014/12/04	Thu	22:00	7.58
2014/12/04	Thu	23:00	16.46
2014/12/05	Fri	00:00	22.53
2014/12/05	Fri	01:00	27.41
2014/12/05	Fri	02:00	30.54
2014/12/05	Fri	03:00	30.82
2014/12/05	Fri	04:00	27.02
2014/12/05	Fri	05:00	21.4
2014/12/05	Fri	06:00	15.72
2014/12/05	Fri	07:00	10.39
2014/12/05	Fri	08:00	5.22
2014/12/05	Fri	09:00	-0.49
2014/12/05	Fri	10:00	-2.62
2014/12/05	Fri	11:00	5.52
2014/12/05	Fri	12:00	14.75
2014/12/05	Fri	13:00	21.55
2014/12/05	Fri	14:00	26.01
2014/12/05	Fri	15:00	29.29
2014/12/05	Fri	16:00	29.24
2014/12/05	Fri	17:00	25.62
2014/12/05	Fri	18:00	20.04
2014/12/05	Fri	19:00	14.37
2014/12/05	Fri	20:00	9.72
2014/12/05	Fri	21:00	6.28
2014/12/05	Fri	22:00	3.68
2014/12/05	Fri	23:00	9.83
2014/12/06	Sat	00:00	18.46
2014/12/06	Sat	01:00	24.26
2014/12/06	Sat	02:00	28.74
2014/12/06	Sat	03:00	31.12
2014/12/06	Sat	04:00	30.06
2014/12/06	Sat	05:00	25.35
